client_timestamp,x,y,button,state,window
1571562792.7970002,132,998,None,Move,browsing
1571562792.805,129,996,None,Move,browsing
1571562792.813,125,991,None,Move,browsing
1571562792.821,120,984,None,Move,browsing
1571562792.829,112,974,None,Move,browsing
1571562792.837,106,965,None,Move,browsing
1571562792.845,97,952,None,Move,browsing
1571562792.853,90,937,None,Move,browsing
1571562792.861,83,920,None,Move,browsing
1571562792.869,77,898,None,Move,browsing
1571562792.877,71,871,None,Move,browsing
1571562792.885,68,840,None,Move,browsing
1571562792.893,68,800,None,Move,browsing
1571562792.897,70,753,None,Move,browsing
1571562792.905,76,708,None,Move,browsing
1571562792.913,90,652,None,Move,browsing
1571562792.921,113,592,None,Move,browsing
1571562792.929,143,526,None,Move,browsing
1571562792.937,179,459,None,Move,browsing
1571562792.945,221,387,None,Move,browsing
1571562792.9529998,266,322,None,Move,browsing
1571562792.961,312,259,None,Move,browsing
1571562792.969,352,212,None,Move,browsing
1571562792.9770002,404,157,None,Move,browsing
1571562792.985,451,111,None,Move,browsing
1571562792.9929998,506,65,None,Move,browsing
1571562793.0089998,566,24,None,Move,browsing
1571562793.0170002,699,-35,None,Move,browsing
1571562793.025,765,-29,None,Move,browsing
1571562793.033,820,-21,None,Move,browsing
1571562793.041,871,-13,None,Move,browsing
1571562793.049,911,-10,None,Move,browsing
1571562793.053,943,-5,None,Move,browsing
1571562793.061,968,-3,None,Move,browsing
1571562793.069,985,-1,None,Move,browsing
1571562793.077,996,0,None,Move,browsing
1571562793.085,1003,0,None,Move,browsing
1571562793.093,1006,0,None,Move,browsing
1571562793.109,1006,0,None,Move,browsing
1571562793.181,1006,0,None,Move,browsing
1571562793.205,1004,3,None,Move,browsing
1571562793.2129998,1003,4,None,Move,browsing
1571562793.217,1000,7,None,Move,browsing
1571562793.225,996,9,None,Move,browsing
1571562793.2329998,994,11,None,Move,browsing
1571562793.2410002,993,11,None,Move,browsing
1571562793.2489998,993,12,None,Move,browsing
1571562793.2570002,992,13,None,Move,browsing
1571562793.265,991,14,None,Move,browsing
1571562793.281,990,14,None,Move,browsing
1571562793.305,990,16,None,Move,browsing
1571562793.321,989,18,None,Move,browsing
1571562793.329,988,19,None,Move,browsing
1571562793.337,988,21,None,Move,browsing
1571562793.345,988,23,None,Move,browsing
1571562793.353,988,24,None,Move,browsing
1571562793.361,988,27,None,Move,browsing
1571562793.369,988,29,None,Move,browsing
1571562793.373,988,32,None,Move,browsing
1571562793.381,988,34,None,Move,browsing
1571562793.389,988,36,None,Move,browsing
1571562793.397,988,38,None,Move,browsing
1571562793.405,988,41,None,Move,browsing
1571562793.413,988,41,None,Move,browsing
1571562793.585,988,42,None,Move,browsing
1571562793.61,988,42,None,Move,browsing
1571562793.666,988,43,None,Move,browsing
1571562793.69,988,43,None,Move,browsing
1571562793.718,988,43,Left,Pressed,browsing
1571562793.8070002,988,43,Left,Released,browsing
1571562793.847,988,44,None,Move,browsing
1571562797.46,988,45,None,Move,browsing
1571562797.48,997,59,None,Move,browsing
1571562797.488,1024,97,None,Move,browsing
1571562797.496,1062,144,None,Move,browsing
1571562797.504,1106,197,None,Move,browsing
1571562797.512,1154,244,None,Move,browsing
1571562797.52,1207,315,None,Move,browsing
1571562797.5270002,1263,393,None,Move,browsing
1571562797.536,1317,474,None,Move,browsing
1571562797.544,1369,558,None,Move,browsing
1571562797.552,1416,646,None,Move,browsing
1571562797.56,1460,744,None,Move,browsing
1571562797.5670002,1495,834,None,Move,browsing
1571562797.576,1531,921,None,Move,browsing
1571562797.583,1564,1000,None,Move,browsing
1571562797.592,1590,1076,None,Move,browsing
1571562797.6,1609,1144,None,Move,browsing
1571562797.607,1623,1127,None,Move,browsing
1571562797.6160002,1634,1117,None,Move,browsing
1571562797.623,1640,1106,None,Move,browsing
1571562797.627,1642,1089,None,Move,browsing
1571562797.6360002,1644,1083,None,Move,browsing
1571562797.644,1645,1081,None,Move,browsing
1571562797.66,1645,1079,None,Move,browsing
1571562797.792,1646,1079,None,Move,browsing
1571562797.8,1648,1066,None,Move,browsing
1571562797.8070002,1651,1048,None,Move,browsing
1571562797.816,1652,1034,None,Move,browsing
1571562797.824,1652,1014,None,Move,browsing
1571562797.832,1650,993,None,Move,browsing
1571562797.84,1646,974,None,Move,browsing
1571562797.847,1641,958,None,Move,browsing
1571562797.856,1634,945,None,Move,browsing
1571562797.863,1627,936,None,Move,browsing
1571562797.8720002,1618,927,None,Move,browsing
1571562797.88,1609,917,None,Move,browsing
1571562797.887,1599,908,None,Move,browsing
1571562797.896,1582,895,None,Move,browsing
1571562797.904,1555,878,None,Move,browsing
1571562797.9120002,1531,864,None,Move,browsing
1571562797.92,1504,845,None,Move,browsing
1571562797.928,1477,828,None,Move,browsing
1571562797.936,1452,812,None,Move,browsing
1571562797.94,1433,799,None,Move,browsing
1571562797.948,1419,787,None,Move,browsing
1571562797.956,1409,778,None,Move,browsing
1571562797.964,1400,769,None,Move,browsing
1571562797.972,1393,763,None,Move,browsing
1571562797.98,1388,757,None,Move,browsing
1571562797.988,1384,749,None,Move,browsing
1571562797.996,1380,743,None,Move,browsing
1571562798.004,1376,737,None,Move,browsing
1571562798.012,1371,727,None,Move,browsing
1571562798.02,1365,716,None,Move,browsing
1571562798.0270002,1361,708,None,Move,browsing
1571562798.036,1358,702,None,Move,browsing
1571562798.044,1357,694,None,Move,browsing
1571562798.052,1357,688,None,Move,browsing
1571562798.06,1357,681,None,Move,browsing
1571562798.0670002,1360,677,None,Move,browsing
1571562798.076,1362,674,None,Move,browsing
1571562798.083,1370,668,None,Move,browsing
