client_timestamp,x,y,button,state,window
1569220534.9120002,84,667,None,Move,development
1569220534.928,87,636,None,Move,development
1569220534.9429998,101,572,None,Move,development
1569220534.959,101,558,None,Move,development
1569220537.8679998,102,557,None,Move,development
1569220537.883,1246,361,None,Move,development
1569220537.915,923,432,None,Move,development
1569220537.962,379,643,None,Move,development
1569220538.3839998,379,643,Left,Pressed,development
1569220538.524,379,643,Left,Released,file system
1569220538.711,379,643,Left,Pressed,file system
1569220538.821,379,645,None,Drag,file system
1569220538.836,381,648,None,Drag,file system
1569220538.8679998,382,649,Left,Released,file system
1569220539.1020002,383,650,None,Move,file system
1569220539.133,390,681,None,Move,file system
1569220539.149,391,695,None,Move,file system
1569220539.164,391,709,None,Move,file system
1569220539.18,391,728,None,Move,file system
1569220539.196,391,744,None,Move,file system
1569220539.211,391,751,None,Move,file system
1569220539.7270002,391,752,None,Move,file system
1569220539.742,377,740,None,Move,file system
1569220539.758,361,723,None,Move,file system
1569220539.774,341,700,None,Move,file system
1569220539.789,324,682,None,Move,file system
1569220539.805,305,671,None,Move,file system
1569220539.821,287,662,None,Move,file system
1569220539.836,276,657,None,Move,file system
1569220539.8520002,267,651,None,Move,file system
1569220539.867,253,647,None,Move,file system
1569220539.883,236,647,None,Move,file system
1569220539.899,218,647,None,Move,file system
1569220539.914,209,652,None,Move,file system
1569220539.93,202,657,None,Move,file system
1569220539.946,189,668,None,Move,file system
1569220539.961,161,685,None,Move,file system
1569220539.9770002,97,710,None,Move,file system
1569220539.992,35,737,None,Move,file system
1569220540.008,-31,766,None,Move,file system
1569220540.024,-33,802,None,Move,file system
1569220540.039,-33,841,None,Move,file system
1569220540.055,-28,884,None,Move,file system
1569220540.07,-20,914,None,Move,file system
1569220540.086,-25,915,None,Move,file system
1569220540.1020002,-14,909,None,Move,file system
1569220540.1179998,-5,902,None,Move,file system
1569220540.18,0,899,None,Move,file system
1569220540.195,0,901,None,Move,file system
1569220540.274,0,899,None,Move,file system
1569220540.289,2,899,None,Move,file system
1569220540.305,27,899,None,Move,file system
1569220540.32,79,893,None,Move,file system
1569220540.336,168,893,None,Move,file system
1569220540.3520002,279,893,None,Move,file system
1569220540.367,371,893,None,Move,file system
1569220540.383,417,888,None,Move,file system
1569220540.399,449,883,None,Move,file system
1569220540.414,477,883,None,Move,file system
1569220540.43,496,883,None,Move,file system
1569220540.445,500,883,None,Move,file system
1569220540.555,501,882,None,Move,file system
1569220540.57,501,881,None,Move,file system
1569220540.586,505,881,None,Move,file system
1569220540.836,505,881,None,Move,file system
1569220540.8520002,504,882,None,Move,file system
1569220540.867,498,882,None,Move,file system
1569220540.883,490,882,None,Move,file system
1569220540.8979998,484,882,None,Move,file system
1569220540.914,483,882,None,Move,file system
1569220540.93,481,882,None,Move,file system
1569220540.945,480,882,None,Move,file system
1569220540.961,476,882,None,Move,file system
1569220540.9770002,463,882,None,Move,file system
1569220540.992,445,882,None,Move,file system
1569220541.008,440,882,None,Move,file system
1569220541.133,438,882,None,Move,file system
1569220541.1479998,437,885,None,Move,file system
1569220541.164,432,891,None,Move,file system
1569220541.18,426,898,None,Move,file system
1569220541.195,416,904,None,Move,file system
