client_timestamp,x,y,button,state,window
1570392743.996,953,545,None,Move,file system
1570392757.64,1283,698,None,Move,file system
1570392757.7470002,1330,689,None,Move,file system
1570392757.7870002,1349,689,None,Move,file system
1570392757.897,1366,711,None,Move,file system
1570392757.9770002,1365,729,None,Move,file system
1570392758.075,1363,736,None,Move,file system
1570392758.204,1366,748,None,Move,file system
1570392758.596,1382,739,None,Move,file system
1570392758.646,1403,723,None,Move,file system
1570392758.675,1416,718,None,Move,file system
1570392758.715,1424,713,None,Move,file system
1570392758.81,1429,712,None,Move,file system
1570392758.829,1431,712,None,Move,file system
1570392758.904,1431,712,None,Move,file system
1570392759.004,1432,712,None,Move,file system
1570392759.061,1432,713,None,Move,file system
1570392759.1160002,1433,719,None,Move,file system
1570392759.165,1434,726,None,Move,file system
1570392759.27,1434,729,None,Move,file system
1570392759.394,1434,730,None,Move,file system
1570392759.4729998,1434,731,None,Move,file system
1570392770.844,1434,733,None,Move,file system
1570392770.8679998,1434,736,None,Move,file system
1570392770.8920002,1434,740,None,Move,file system
1570392770.918,1434,743,None,Move,file system
1570392770.947,1434,747,None,Move,file system
1570392770.988,1436,753,None,Move,file system
1570392771.035,1438,755,None,Move,file system
1570392771.07,1441,758,None,Move,file system
1570392771.1020002,1447,763,None,Move,file system
1570392771.1339998,1454,769,None,Move,file system
1570392771.165,1465,776,None,Move,file system
1570392771.196,1474,781,None,Move,file system
1570392771.226,1485,788,None,Move,file system
1570392771.2870002,1498,801,None,Move,file system
1570392771.315,1513,819,None,Move,file system
1570392771.345,1520,833,None,Move,file system
1570392771.3660002,1526,843,None,Move,file system
1570392771.401,1527,849,None,Move,file system
1570392771.86,1544,859,None,Move,file system
1570392771.8860002,1557,867,None,Move,file system
1570392771.926,1571,875,None,Move,file system
1570392771.9529998,1588,887,None,Move,file system
1570392771.975,1607,904,None,Move,file system
1570392771.9970002,1627,926,None,Move,file system
1570392772.038,1637,946,None,Move,file system
1570392772.121,1639,950,None,Move,file system
1570392773.5979998,1637,951,None,Move,file system
1570392773.8170002,1639,955,None,Move,file system
1570392773.836,1643,959,None,Move,file system
1570392773.859,1648,965,None,Move,file system
1570392773.88,1655,971,None,Move,file system
1570392773.899,1659,973,None,Move,file system
1570392773.916,1663,979,None,Move,file system
1570392773.93,1668,985,None,Move,file system
1570392773.947,1673,989,None,Move,file system
1570392773.961,1675,992,None,Move,file system
1570392773.978,1677,993,None,Move,file system
1570392773.992,1679,996,None,Move,file system
1570392774.387,1678,1000,None,Move,file system
1570392774.405,1675,1006,None,Move,file system
1570392774.4220002,1672,1014,None,Move,file system
1570392774.435,1670,1024,None,Move,file system
1570392774.448,1667,1030,None,Move,file system
1570392774.464,1665,1034,None,Move,file system
1570392774.478,1665,1038,None,Move,file system
1570392774.4970002,1665,1041,None,Move,file system
1570392774.5129998,1665,1043,None,Move,file system
1570392774.532,1667,1048,None,Move,file system
1570392774.549,1667,1051,None,Move,file system
1570392774.569,1667,1055,None,Move,file system
1570392774.586,1668,1058,None,Move,file system
1570392774.601,1670,1060,None,Move,file system
1570392774.619,1671,1063,None,Move,file system
1570392774.6339998,1672,1064,None,Move,file system
1570392774.65,1673,1067,None,Move,file system
1570392774.666,1673,1068,None,Move,file system
1570392774.6829998,1674,1070,None,Move,file system
1570392774.699,1675,1071,None,Move,file system
1570392774.715,1675,1071,None,Move,file system
1570392774.732,1675,1072,None,Move,file system
1570392774.748,1676,1072,None,Move,file system
1570392774.765,1677,1072,None,Move,file system
1570392774.778,1678,1072,None,Move,file system
1570392774.793,1679,1072,None,Move,file system
1570392774.809,1680,1072,None,Move,file system
1570392774.821,1680,1072,None,Move,file system
1570392774.839,1680,1071,None,Move,file system
1570392774.859,1681,1071,None,Move,file system
1570392774.875,1681,1071,None,Move,file system
1570392774.8920002,1682,1071,None,Move,file system
1570392774.909,1682,1070,None,Move,file system
1570392774.9220002,1683,1070,None,Move,file system
1570392774.944,1683,1069,None,Move,file system
1570392774.981,1684,1068,None,Move,file system
1570392774.996,1684,1067,None,Move,file system
1570392775.012,1684,1067,None,Move,file system
1570392775.035,1684,1066,None,Move,file system
1570392775.0579998,1684,1065,None,Move,file system
1570392775.081,1684,1065,None,Move,file system
1570392775.11,1684,1064,None,Move,file system
1570392775.147,1684,1063,None,Move,file system
1570392775.185,1684,1062,None,Move,file system
