client_timestamp,x,y,button,state,window
1570601811.611,628,338,None,Move,file system
1570601812.236,479,809,None,Move,file system
1570601812.2510002,465,798,None,Move,file system
1570601812.2670002,444,768,None,Move,file system
1570601812.282,422,770,None,Move,file system
1570601812.298,413,767,None,Move,file system
1570601812.314,409,765,None,Move,file system
1570601812.329,409,765,None,Move,file system
1570601812.335,409,764,None,Move,file system
1570601812.351,410,748,None,Move,file system
1570601812.367,413,740,None,Move,file system
1570601812.3820002,416,734,None,Move,file system
1570601812.3979998,416,732,None,Move,file system
1570601812.536,416,732,None,Move,file system
1570601812.6139998,417,731,None,Move,file system
1570601812.6829998,417,731,None,Move,file system
1570601812.698,417,731,None,Move,file system
1570601812.714,412,735,None,Move,file system
1570601812.736,397,742,None,Move,file system
1570601812.752,385,754,None,Move,file system
1570601812.7670002,365,773,None,Move,file system
1570601812.783,347,771,None,Move,file system
1570601812.799,328,775,None,Move,file system
1570601812.814,315,770,None,Move,file system
1570601812.83,308,767,None,Move,file system
1570601812.836,307,770,None,Move,file system
1570601812.8520002,304,767,None,Move,file system
1570601814.414,304,767,None,Move,file system
1570601814.43,309,767,None,Move,file system
1570601814.445,327,767,None,Move,file system
1570601814.461,346,767,None,Move,file system
1570601814.4770002,366,768,None,Move,file system
1570601814.492,399,768,None,Move,file system
1570601814.508,438,768,None,Move,file system
1570601814.524,538,770,None,Move,file system
1570601814.539,595,767,None,Move,file system
1570601814.555,620,769,None,Move,file system
1570601814.571,624,767,None,Move,file system
1570601845.7370002,627,767,None,Move,file system
1570601845.7529998,697,767,None,Move,file system
1570601845.769,704,767,None,Move,file system
1570601845.784,717,766,None,Move,file system
1570601845.8,746,762,None,Move,file system
1570601845.816,789,752,None,Move,file system
1570601845.831,848,732,None,Move,file system
1570601845.847,851,728,None,Move,file system
1570601845.863,862,722,None,Move,file system
1570601845.879,870,718,None,Move,file system
1570601845.894,871,717,None,Move,file system
1570601847.276,873,718,None,Move,file system
1570601847.292,882,735,None,Move,file system
1570601847.3079998,898,759,None,Move,file system
1570601847.323,915,772,None,Move,file system
1570601847.339,922,769,None,Move,file system
1570601847.355,923,767,None,Move,file system
1570601847.37,926,767,None,Move,file system
1570601847.3860002,931,767,None,Move,file system
1570601847.401,935,766,None,Move,file system
1570601847.417,936,766,None,Move,file system
1570601847.4329998,937,766,None,Move,file system
1570601847.448,938,766,None,Move,file system
1570601847.464,939,766,None,Move,file system
1570601847.48,941,766,None,Move,file system
1570601847.495,944,766,None,Move,file system
1570601847.5110002,946,766,None,Move,file system
1570601847.526,949,766,None,Move,file system
1570601847.542,954,766,None,Move,file system
1570601847.5579998,958,766,None,Move,file system
1570601847.573,959,766,None,Move,file system
1570601847.589,960,766,None,Move,file system
1570601847.7470002,961,766,None,Move,file system
1570601847.762,962,766,None,Move,file system
1570601847.778,964,765,None,Move,file system
1570601847.793,965,765,None,Move,file system
1570601847.809,967,765,None,Move,file system
1570601847.825,969,765,None,Move,file system
1570601847.84,973,764,None,Move,file system
1570601847.856,978,762,None,Move,file system
1570601847.871,980,762,None,Move,file system
1570601847.887,983,761,None,Move,file system
1570601847.903,985,760,None,Move,file system
1570601847.918,992,759,None,Move,file system
1570601847.934,993,758,None,Move,file system
1570601847.95,995,757,None,Move,file system
1570601847.965,999,754,None,Move,file system
1570601847.981,1002,752,None,Move,file system
1570601847.996,1005,750,None,Move,file system
1570601848.012,1009,748,None,Move,file system
1570601848.028,1015,744,None,Move,file system
1570601848.043,1017,742,None,Move,file system
1570601848.059,1022,737,None,Move,file system
1570601848.075,1026,733,None,Move,file system
1570601848.09,1027,731,None,Move,file system
1570601848.106,1030,726,None,Move,file system
