client_timestamp,x,y,button,state,window
1568529681.607,677,216,None,Move,file system
1568529681.6139998,661,208,None,Move,file system
1568529681.625,600,188,None,Move,file system
1568529681.635,583,184,None,Move,file system
1568529681.645,564,179,None,Move,file system
1568529681.655,538,174,None,Move,file system
1568529681.669,470,166,None,Move,file system
1568529681.68,422,162,None,Move,file system
1568529681.688,373,165,None,Move,file system
1568529681.698,321,170,None,Move,file system
1568529681.706,272,174,None,Move,file system
1568529681.716,196,189,None,Move,file system
1568529681.726,159,199,None,Move,file system
1568529681.736,131,210,None,Move,file system
1568529681.748,63,241,None,Move,file system
1568529681.756,20,264,None,Move,file system
1568529681.768,-21,291,None,Move,file system
1568529681.784,-83,338,None,Move,file system
1568529681.796,-40,363,None,Move,file system
1568529681.8079998,-8,371,None,Move,file system
1568529681.82,0,373,None,Move,file system
1568529681.836,8,372,None,Move,file system
1568529681.8479998,28,370,None,Move,file system
1568529681.86,45,373,None,Move,file system
1568529681.8679998,67,379,None,Move,file system
1568529681.88,139,402,None,Move,file system
1568529681.8920002,177,415,None,Move,file system
1568529681.904,255,452,None,Move,file system
1568529681.916,340,509,None,Move,file system
1568529681.9320002,411,571,None,Move,file system
1568529681.948,430,590,None,Move,file system
1568529681.96,450,603,None,Move,file system
1568529681.972,454,604,None,Move,file system
1568529682.0670002,457,606,None,Move,file system
1568529682.083,466,617,None,Move,file system
1568529682.099,480,631,None,Move,file system
1568529682.1139998,484,635,None,Move,file system
1568529682.234,484,636,Left,Pressed,file system
1568529682.3479998,484,636,Left,Released,file system
1568529682.426,485,636,None,Move,file system
1568529682.4329998,486,635,None,Move,file system
1568529682.44,487,633,None,Move,file system
1568529682.446,488,631,None,Move,file system
1568529682.452,489,631,None,Move,file system
1568529682.468,489,625,None,Move,file system
1568529682.484,490,622,None,Move,file system
1568529682.4989998,492,618,None,Move,file system
1568529682.531,498,610,None,Move,file system
1568529682.546,500,606,None,Move,file system
1568529682.553,500,604,None,Move,file system
1568529682.577,501,602,None,Move,file system
1568529682.592,501,601,None,Move,file system
1568529682.604,502,601,None,Move,file system
1568529682.676,502,601,None,Move,file system
1568529682.718,502,600,None,Move,file system
1568529682.728,502,599,None,Move,file system
1568529682.74,502,598,None,Move,file system
1568529682.7489998,502,598,None,Move,file system
1568529682.7589998,502,597,None,Move,file system
1568529682.85,502,597,None,Move,file system
1568529682.8620002,502,597,None,Move,file system
1568529682.87,502,598,None,Move,file system
1568529682.877,502,599,None,Move,file system
1568529682.8979998,502,599,None,Move,file system
1568529682.906,502,598,None,Move,file system
1568529770.7870002,1024,712,None,Move,file system
1568529770.8,1024,712,None,Move,file system
1568529770.8079998,1024,711,None,Move,file system
1568529770.951,1024,712,None,Move,file system
1568529770.961,1022,721,None,Move,file system
1568529770.969,1019,735,None,Move,file system
1568529770.982,1016,749,None,Move,file system
1568529770.9929998,1009,779,None,Move,file system
1568529771.002,1002,797,None,Move,file system
1568529771.018,977,845,None,Move,file system
1568529771.0270002,959,884,None,Move,file system
1568529771.0370002,942,926,None,Move,file system
1568529771.051,915,999,None,Move,file system
1568529771.059,909,1029,None,Move,file system
1568529771.07,905,1088,None,Move,file system
1568529771.08,906,1104,None,Move,file system
1568529771.091,909,1098,None,Move,file system
1568529771.1020002,913,1110,None,Move,file system
1568529771.113,916,1091,None,Move,file system
1568529771.1220002,918,1087,None,Move,file system
1568529771.1320002,923,1095,None,Move,file system
1568529771.14,924,1086,None,Move,file system
1568529771.149,925,1083,None,Move,file system
1568529771.156,925,1082,None,Move,file system
1568529771.165,925,1080,None,Move,file system
1568529771.1720002,925,1080,None,Move,file system
1568529771.181,925,1080,None,Move,file system
1568529771.187,925,1080,None,Move,file system
1568529771.197,923,1079,None,Move,file system
1568529771.204,921,1081,None,Move,file system
1568529771.214,920,1081,None,Move,file system
1568529771.22,918,1081,None,Move,file system
1568529771.23,916,1080,None,Move,file system
1568529771.236,914,1081,None,Move,file system
1568529771.246,913,1080,None,Move,file system
1568529771.252,911,1080,None,Move,file system
1568529771.262,909,1079,None,Move,file system
1568529771.268,908,1079,None,Move,file system
1568529771.2770002,906,1078,None,Move,file system
1568529771.284,904,1075,None,Move,file system
1568529771.293,902,1069,None,Move,file system
1568529771.3,899,1062,None,Move,file system
1568529771.306,897,1054,None,Move,file system
1568529771.315,895,1047,None,Move,file system
1568529771.321,892,1040,None,Move,file system
1568529771.33,888,1035,None,Move,file system
1568529771.336,885,1033,None,Move,file system
1568529771.345,882,1030,None,Move,file system
1568529771.351,880,1028,None,Move,file system
1568529771.3620002,879,1027,None,Move,file system
1568529771.37,879,1026,None,Move,file system
1568529771.379,880,1026,None,Move,file system
1568529771.3860002,880,1026,None,Move,file system
1568529771.396,881,1025,None,Move,file system
1568529771.403,882,1025,None,Move,file system
1568529771.415,883,1025,None,Move,file system
1568529771.427,883,1025,None,Move,file system
1568529771.459,884,1025,None,Move,file system
1568529771.467,888,1027,None,Move,file system
1568529771.475,891,1030,None,Move,file system
1568529771.4829998,893,1032,None,Move,file system
1568529771.495,895,1033,None,Move,file system
1568529771.5029998,897,1035,None,Move,file system
1568529771.515,899,1038,None,Move,file system
1568529771.522,901,1038,None,Move,file system
1568529771.6929998,901,1038,Right,Pressed,file system
1568529771.796,902,1039,None,Drag,file system
1568529771.802,902,1039,Right,Released,file system
1568529771.81,902,1040,None,Move,file system
1568529771.8179998,903,1040,None,Move,file system
1568529771.833,903,1041,None,Move,file system
1568529771.846,904,1041,None,Move,file system
1568529771.8760002,904,1042,None,Move,file system
1568529771.899,904,1042,None,Move,file system
1568529771.911,904,1043,None,Move,file system
1568529771.924,905,1043,None,Move,file system
1568529772.309,906,1043,None,Move,file system
1568529772.3170002,908,1042,None,Move,file system
1568529772.325,909,1040,None,Move,file system
1568529772.333,913,1038,None,Move,file system
1568529772.341,919,1036,None,Move,file system
1568529772.353,926,1031,None,Move,file system
1568529772.36,934,1025,None,Move,file system
1568529772.367,942,1017,None,Move,file system
1568529772.373,950,1010,None,Move,file system
1568529772.379,959,1004,None,Move,file system
1568529772.391,966,997,None,Move,file system
1568529772.397,972,993,None,Move,file system
1568529772.403,977,989,None,Move,file system
1568529772.411,981,987,None,Move,file system
1568529772.419,983,986,None,Move,file system
1568529772.427,984,984,None,Move,file system
1568529772.435,986,982,None,Move,file system
1568529772.441,989,978,None,Move,file system
1568529772.449,991,974,None,Move,file system
1568529772.457,999,966,None,Move,file system
1568529772.465,1008,958,None,Move,file system
1568529772.4729998,1018,950,None,Move,file system
1568529772.481,1025,944,None,Move,file system
1568529772.4889998,1033,937,None,Move,file system
1568529772.4970002,1037,934,None,Move,file system
1568529772.506,1040,931,None,Move,file system
1568529772.5129998,1042,929,None,Move,file system
1568529772.519,1043,929,None,Move,file system
1568529772.63,1043,929,None,Move,file system
1568529772.6379998,1043,930,None,Move,file system
1568529772.646,1042,931,None,Move,file system
1568529772.654,1042,931,None,Move,file system
1568529772.6620002,1042,932,None,Move,file system
1568529772.7429998,1042,932,None,Move,file system
1568529772.7510002,1042,931,None,Move,file system
1568529772.7570002,1042,929,None,Move,file system
1568529772.765,1042,927,None,Move,file system
1568529772.7729998,1042,925,None,Move,file system
1568529772.781,1042,923,None,Move,file system
1568529772.789,1042,923,None,Move,file system
1568529772.7970002,1042,922,None,Move,file system
1568529772.805,1043,922,None,Move,file system
1568529773.081,1043,922,None,Move,file system
1568529774.052,1043,922,None,Move,file system
1568529774.0579998,1050,924,None,Move,file system
1568529774.066,1072,930,None,Move,file system
1568529774.074,1112,941,None,Move,file system
1568529774.082,1170,955,None,Move,file system
1568529774.09,1237,975,None,Move,file system
1568529774.0979998,1312,998,None,Move,file system
1568529774.106,1400,1025,None,Move,file system
1568529774.1139998,1474,1045,None,Move,file system
1568529774.1220002,1558,1069,None,Move,file system
1568529774.13,1640,1095,None,Move,file system
1568529774.1379998,1723,1095,None,Move,file system
1568529774.143,1807,1100,None,Move,file system
1568529774.1520002,1891,1100,None,Move,file system
1568529774.159,1964,1094,None,Move,file system
1568529774.168,1990,1097,None,Move,file system
1568529774.175,1973,1093,None,Move,file system
1568529774.1829998,1956,1087,None,Move,file system
1568529774.191,1949,1086,None,Move,file system
1568529774.2,1933,1085,None,Move,file system
1568529774.207,1928,1083,None,Move,file system
1568529774.216,1924,1081,None,Move,file system
1568529774.222,1922,1081,None,Move,file system
1568529774.23,1920,1079,None,Move,file system
1568529774.238,1919,1080,None,Move,file system
