client_timestamp,x,y,button,state,window
1569673533.699,1054,667,None,Move,browsing
1569673533.71,1154,570,None,Move,browsing
1569673533.72,1238,474,None,Move,browsing
1569673533.7270002,1297,399,None,Move,browsing
1569673533.735,1339,329,None,Move,browsing
1569673533.7410002,1362,282,None,Move,browsing
1569673533.7489998,1378,231,None,Move,browsing
1569673533.755,1386,198,None,Move,browsing
1569673533.7629998,1389,179,None,Move,browsing
1569673533.77,1390,167,None,Move,browsing
1569673533.778,1390,158,None,Move,browsing
1569673534.005,1444,146,None,Move,browsing
1569673534.019,1511,132,None,Move,browsing
1569673534.026,1578,119,None,Move,browsing
1569673534.034,1628,108,None,Move,browsing
1569673534.041,1684,99,None,Move,browsing
1569673534.049,1717,93,None,Move,browsing
1569673534.056,1747,85,None,Move,browsing
1569673534.064,1770,82,None,Move,browsing
1569673534.071,1783,78,None,Move,browsing
1569673534.0779998,1797,72,None,Move,browsing
1569673534.086,1804,70,None,Move,browsing
1569673534.092,1810,68,None,Move,browsing
1569673534.1,1814,66,None,Move,browsing
1569673534.107,1817,64,None,Move,browsing
1569673534.115,1819,61,None,Move,browsing
1569673534.381,1816,53,None,Move,browsing
1569673534.3879998,1814,44,None,Move,browsing
1569673534.396,1810,37,None,Move,browsing
1569673534.403,1807,32,None,Move,browsing
1569673534.41,1805,30,None,Move,browsing
1569673534.418,1804,27,None,Move,browsing
1569673534.426,1803,25,None,Move,browsing
1569673534.4329998,1803,24,None,Move,browsing
1569673534.44,1802,24,None,Move,browsing
1569673534.448,1802,23,None,Move,browsing
1569673534.455,1801,22,None,Move,browsing
1569673534.4629998,1801,22,None,Move,browsing
1569673534.47,1801,21,None,Move,browsing
1569673534.485,1800,19,None,Move,browsing
1569673534.4929998,1800,19,None,Move,browsing
1569673534.5,1800,18,None,Move,browsing
1569673534.508,1800,17,None,Move,browsing
1569673534.515,1799,16,None,Move,browsing
1569673534.5229998,1799,15,None,Move,browsing
1569673534.53,1799,14,None,Move,browsing
1569673534.538,1799,13,None,Move,browsing
1569673534.545,1798,13,None,Move,browsing
1569673534.553,1798,11,None,Move,browsing
1569673534.56,1798,11,None,Move,browsing
1569673534.576,1798,10,None,Move,browsing
1569673534.5979998,1798,9,None,Move,browsing
1569673534.635,1798,8,None,Move,browsing
1569673534.68,1798,8,Left,Pressed,browsing
1569673534.724,1798,8,Left,Released,browsing
1569673535.035,1751,41,None,Move,development
1569673535.043,1657,99,None,Move,development
1569673535.05,1556,167,None,Move,development
1569673535.0570002,1438,247,None,Move,development
1569673535.063,1326,324,None,Move,development
1569673535.081,1225,398,None,Move,development
1569673535.082,1143,460,None,Move,development
1569673535.089,1101,498,None,Move,development
1569673535.096,1062,535,None,Move,development
1569673535.1020002,1032,567,None,Move,development
1569673535.1120002,1011,589,None,Move,development
1569673535.119,991,611,None,Move,development
1569673535.1260002,984,621,None,Move,development
1569673535.133,980,625,None,Move,development
1569673535.14,978,628,None,Move,development
1569673535.149,977,631,None,Move,development
1569673535.3179998,1002,574,None,Move,development
1569673535.325,1040,482,None,Move,development
1569673535.332,1085,373,None,Move,development
1569673535.34,1126,270,None,Move,development
1569673535.347,1164,181,None,Move,development
1569673535.355,1192,109,None,Move,development
1569673535.363,1205,71,None,Move,development
1569673535.37,1222,33,None,Move,development
1569673535.377,1233,10,None,Move,development
1569673535.383,1238,-3,None,Move,development
1569673535.393,1243,-11,None,Move,development
