client_timestamp,x,y,button,state,window
1570079547.403,1268,597,None,Move,browsing
1570079547.447,1348,616,None,Move,browsing
1570079547.482,1474,649,None,Move,browsing
1570079547.4970002,1550,666,None,Move,browsing
1570079547.5029998,1579,671,None,Move,browsing
1570079547.51,1602,672,None,Move,browsing
1570079547.516,1618,672,None,Move,browsing
1570079547.522,1631,671,None,Move,browsing
1570079547.529,1639,668,None,Move,browsing
1570079547.538,1643,666,None,Move,browsing
1570079547.555,1648,664,None,Move,browsing
1570079547.571,1650,660,None,Move,browsing
1570079547.5779998,1651,652,None,Move,browsing
1570079547.583,1652,642,None,Move,browsing
1570079547.595,1650,626,None,Move,browsing
1570079547.6220002,1645,612,None,Move,browsing
1570079547.631,1633,592,None,Move,browsing
1570079547.637,1616,570,None,Move,browsing
1570079547.643,1597,548,None,Move,browsing
1570079547.65,1573,524,None,Move,browsing
1570079547.655,1548,500,None,Move,browsing
1570079547.661,1526,482,None,Move,browsing
1570079547.667,1507,468,None,Move,browsing
1570079547.673,1490,456,None,Move,browsing
1570079547.68,1475,446,None,Move,browsing
1570079547.685,1463,440,None,Move,browsing
1570079547.691,1454,436,None,Move,browsing
1570079547.697,1448,435,None,Move,browsing
1570079547.7029998,1445,436,None,Move,browsing
1570079547.708,1444,437,None,Move,browsing
1570079547.714,1443,442,None,Move,browsing
1570079547.719,1445,451,None,Move,browsing
1570079547.725,1453,464,None,Move,browsing
1570079547.73,1469,484,None,Move,browsing
1570079547.736,1491,510,None,Move,browsing
1570079547.742,1521,545,None,Move,browsing
1570079547.748,1552,580,None,Move,browsing
1570079547.754,1576,611,None,Move,browsing
1570079547.7589998,1597,636,None,Move,browsing
1570079547.765,1615,659,None,Move,browsing
1570079547.771,1627,675,None,Move,browsing
1570079547.778,1636,688,None,Move,browsing
1570079547.783,1642,695,None,Move,browsing
1570079547.789,1647,699,None,Move,browsing
1570079547.795,1647,700,None,Move,browsing
1570079547.801,1648,700,None,Move,browsing
1570079547.806,1648,700,None,Move,browsing
1570079547.812,1648,698,None,Move,browsing
1570079547.8179998,1647,696,None,Move,browsing
1570079547.823,1645,692,None,Move,browsing
1570079547.829,1642,686,None,Move,browsing
1570079547.835,1637,679,None,Move,browsing
1570085907.381,1609,672,None,Move,browsing
1570085907.399,1571,660,None,Move,browsing
1570085907.415,1501,641,None,Move,browsing
