client_timestamp,x,y,button,state,window
1568614066.452,1500,1081,None,Move,file system
1568614066.466,1499,1081,None,Move,file system
1568614066.482,1499,1079,None,Move,file system
1568614066.541,1499,1079,None,Move,file system
1568614066.553,1499,1078,None,Move,file system
1568614066.565,1499,1077,None,Move,file system
1568614066.572,1499,1076,None,Move,file system
1568614066.581,1499,1074,None,Move,file system
1568614066.5879998,1499,1072,None,Move,file system
1568614066.596,1498,1070,None,Move,file system
1568614066.604,1498,1068,None,Move,file system
1568614066.6120002,1498,1066,None,Move,file system
1568614066.6179998,1496,1064,None,Move,file system
1568614066.6260002,1496,1062,None,Move,file system
1568614066.6339998,1496,1061,None,Move,file system
1568614066.6420002,1496,1060,None,Move,file system
1568614066.65,1496,1058,None,Move,file system
1568614066.658,1496,1058,None,Move,file system
1568614066.666,1496,1056,None,Move,file system
1568614066.674,1496,1055,None,Move,file system
1568614066.6820002,1496,1053,None,Move,file system
1568614066.69,1496,1052,None,Move,file system
1568614066.698,1496,1050,None,Move,file system
1568614066.704,1496,1048,None,Move,file system
1568614066.712,1496,1048,None,Move,file system
1568614066.72,1495,1047,None,Move,file system
1568614066.728,1495,1046,None,Move,file system
1568614066.81,1495,1046,None,Move,file system
1568614066.8760002,1495,1047,None,Move,file system
1568614066.8879998,1495,1047,None,Move,file system
1568614066.896,1495,1048,None,Move,file system
1568614066.904,1495,1049,None,Move,file system
1568614066.9120002,1495,1051,None,Move,file system
1568614066.92,1494,1053,None,Move,file system
1568614066.928,1494,1055,None,Move,file system
1568614066.936,1494,1057,None,Move,file system
1568614066.944,1493,1059,None,Move,file system
1568614066.95,1493,1060,None,Move,file system
1568614066.958,1493,1062,None,Move,file system
1568614066.966,1493,1064,None,Move,file system
1568614066.974,1492,1066,None,Move,file system
1568614066.982,1491,1068,None,Move,file system
1568614066.99,1491,1068,None,Move,file system
1568614066.998,1490,1069,None,Move,file system
1568614067.006,1488,1072,None,Move,file system
1568614067.014,1487,1074,None,Move,file system
1568614067.022,1487,1076,None,Move,file system
1568614067.028,1487,1078,None,Move,file system
1568614067.036,1487,1080,None,Move,file system
1568614067.044,1487,1082,None,Move,file system
1568614067.482,1487,1079,None,Move,file system
1568614067.51,1484,1051,None,Move,file system
1568614067.518,1417,927,None,Move,file system
1568614067.526,1316,778,None,Move,file system
1568614067.532,1185,607,None,Move,file system
1568614067.54,1007,399,None,Move,file system
1568614067.548,807,156,None,Move,file system
1568614067.556,566,-93,None,Move,file system
1568614067.564,382,-280,None,Move,file system
1568614067.572,185,-465,None,Move,file system
1568614067.58,-48,-664,None,Move,file system
1568614067.589,-188,-810,None,Move,file system
1568614067.596,-187,-960,None,Move,file system
1568614067.604,-170,-1077,None,Move,file system
1568614067.61,-178,-1242,None,Move,file system
1568614067.6179998,-136,-1189,None,Move,file system
1568614067.6260002,-114,-1167,None,Move,file system
1568614067.6339998,-96,-1156,None,Move,file system
1568614067.643,-67,-1135,None,Move,file system
1568614067.651,-45,-1113,None,Move,file system
1568614067.659,-26,-1102,None,Move,file system
1568614067.667,-8,-1090,None,Move,file system
1568614067.675,-2,-1082,None,Move,file system
1568614201.069,2,-1080,None,Move,file system
1568614201.077,13,-1079,None,Move,file system
1568614201.085,39,-1079,None,Move,file system
1568614201.091,76,-1090,None,Move,file system
1568614201.099,118,-1098,None,Move,file system
1568614201.107,160,-1098,None,Move,file system
1568614201.115,196,-1097,None,Move,file system
1568614201.123,212,-1088,None,Move,file system
1568614201.131,216,-1081,None,Move,file system
1568614201.139,216,-1080,None,Move,file system
1568614201.147,208,-1071,None,Move,file system
1568614201.155,191,-1059,None,Move,file system
1568614201.163,169,-1037,None,Move,file system
1568614201.171,140,-1002,None,Move,file system
1568614201.179,114,-967,None,Move,file system
1568614201.185,99,-946,None,Move,file system
1568614201.1929998,92,-935,None,Move,file system
1568614201.201,91,-931,None,Move,file system
1568614201.209,91,-930,None,Move,file system
1568614201.217,91,-929,None,Move,file system
1568614201.225,92,-928,None,Move,file system
1568614201.2329998,94,-928,None,Move,file system
1568614201.2870002,94,-928,None,Move,file system
1568614201.295,95,-928,None,Move,file system
1568614201.303,96,-928,None,Move,file system
1568614201.315,97,-928,None,Move,file system
1568614201.369,97,-930,None,Move,file system
1568614201.377,90,-937,None,Move,file system
1568614201.385,80,-947,None,Move,file system
1568614201.393,69,-958,None,Move,file system
1568614201.401,54,-976,None,Move,file system
1568614201.409,31,-996,None,Move,file system
1568614201.417,14,-1015,None,Move,file system
1568614201.425,-7,-1031,None,Move,file system
1568614201.431,-28,-1049,None,Move,file system
1568614201.439,-32,-1075,None,Move,file system
1568614201.447,-33,-1101,None,Move,file system
1568614201.455,-37,-1116,None,Move,file system
1568614201.462,-47,-1122,None,Move,file system
1568614201.47,-51,-1133,None,Move,file system
1568614201.478,-35,-1119,None,Move,file system
1568614201.486,-26,-1115,None,Move,file system
1568614201.495,-19,-1113,None,Move,file system
1568614201.5029998,-6,-1099,None,Move,file system
1568614201.5110002,1,-1092,None,Move,file system
1568614201.5170002,2,-1090,None,Move,file system
1568614201.525,5,-1090,None,Move,file system
1568614201.533,13,-1093,None,Move,file system
1568614201.541,21,-1091,None,Move,file system
1568614201.549,32,-1088,None,Move,file system
1568614201.5570002,43,-1088,None,Move,file system
1568614201.565,52,-1089,None,Move,file system
1568614201.573,63,-1088,None,Move,file system
1568614201.581,72,-1088,None,Move,file system
1568614201.589,83,-1088,None,Move,file system
1568614201.595,94,-1089,None,Move,file system
1568614201.603,106,-1085,None,Move,file system
1568614201.611,120,-1084,None,Move,file system
1568614201.619,137,-1086,None,Move,file system
1568614201.627,157,-1084,None,Move,file system
1568614201.635,183,-1084,None,Move,file system
1568614201.643,219,-1086,None,Move,file system
1568614201.651,264,-1084,None,Move,file system
1568614201.659,309,-1079,None,Move,file system
1568614201.667,357,-1079,None,Move,file system
1568614201.675,399,-1082,None,Move,file system
1568614201.681,447,-1083,None,Move,file system
1568614201.689,495,-1082,None,Move,file system
1568614201.697,544,-1084,None,Move,file system
1568614201.705,592,-1082,None,Move,file system
1568614201.7129998,640,-1082,None,Move,file system
1568614201.721,680,-1073,None,Move,file system
1568614201.729,715,-1069,None,Move,file system
1568614201.7370002,741,-1066,None,Move,file system
1568614201.745,759,-1064,None,Move,file system
1568614201.7529998,775,-1064,None,Move,file system
1568614201.7589998,789,-1064,None,Move,file system
1568614201.7670002,800,-1064,None,Move,file system
1568614201.775,812,-1062,None,Move,file system
1568614201.783,823,-1060,None,Move,file system
1568614201.791,831,-1058,None,Move,file system
1568614201.799,836,-1055,None,Move,file system
1568614201.8070002,838,-1052,None,Move,file system
1568614201.815,840,-1048,None,Move,file system
1568614201.823,841,-1041,None,Move,file system
1568614201.831,843,-1032,None,Move,file system
1568614201.839,846,-1022,None,Move,file system
1568614201.845,850,-1010,None,Move,file system
1568614201.853,855,-997,None,Move,file system
1568614201.861,862,-984,None,Move,file system
1568614201.869,870,-971,None,Move,file system
