client_timestamp,x,y,button,state,window
1574057226.0029998,907,599,None,Move,file system
1574057226.019,876,641,None,Move,file system
1574057226.029,870,655,None,Move,file system
1574057226.035,862,679,None,Move,file system
1574057226.043,859,702,None,Move,file system
1574057226.051,854,737,None,Move,file system
1574057226.0570002,852,774,None,Move,file system
1574057226.065,856,817,None,Move,file system
1574057226.073,871,862,None,Move,file system
1574057226.081,895,913,None,Move,file system
1574057226.089,932,970,None,Move,file system
1574057226.097,974,1020,None,Move,file system
1574057226.105,1017,1063,None,Move,file system
1574057226.113,1067,1102,None,Move,file system
1574057226.121,1115,1106,None,Move,file system
1574057226.129,1174,1107,None,Move,file system
1574057226.137,1235,1098,None,Move,file system
1574057226.143,1299,1090,None,Move,file system
1574057226.151,1362,1088,None,Move,file system
1574057226.159,1421,1087,None,Move,file system
1574057226.167,1474,1081,None,Move,file system
1574057226.175,1522,1073,None,Move,file system
1574057226.1829998,1571,1054,None,Move,file system
1574057226.191,1621,1039,None,Move,file system
1574057226.199,1667,1021,None,Move,file system
1574057226.207,1713,1000,None,Move,file system
1574057226.215,1761,974,None,Move,file system
1574057226.224,1807,939,None,Move,file system
1574057226.229,1837,901,None,Move,file system
1574057226.2370002,1857,858,None,Move,file system
1574057226.245,1872,813,None,Move,file system
1574057226.252,1877,762,None,Move,file system
1574057226.2610002,1877,713,None,Move,file system
1574057226.269,1864,649,None,Move,file system
1574057226.2770002,1835,583,None,Move,file system
1574057226.284,1800,515,None,Move,file system
1574057226.292,1765,451,None,Move,file system
1574057226.3,1724,387,None,Move,file system
1574057226.3079998,1684,329,None,Move,file system
1574057226.314,1641,272,None,Move,file system
1574057226.322,1595,214,None,Move,file system
1574057226.33,1555,160,None,Move,file system
1574057226.339,1510,106,None,Move,file system
1574057226.347,1461,55,None,Move,file system
1574057226.355,1427,13,None,Move,file system
1574057226.363,1406,-13,None,Move,file system
1574057226.371,1393,-30,None,Move,file system
1574057226.379,1382,-47,None,Move,file system
1574057226.3860002,1372,-61,None,Move,file system
1574057226.395,1364,-74,None,Move,file system
1574057226.403,1357,-85,None,Move,file system
1574057226.409,1352,-92,None,Move,file system
1574057226.417,1347,-100,None,Move,file system
1574057226.425,1341,-106,None,Move,file system
1574057226.4320002,1335,-113,None,Move,file system
1574057226.441,1327,-120,None,Move,file system
1574057226.449,1321,-127,None,Move,file system
1574057226.457,1313,-132,None,Move,file system
1574057226.465,1306,-135,None,Move,file system
1574057226.4729998,1299,-139,None,Move,file system
1574057226.481,1291,-144,None,Move,file system
1574057226.4889998,1284,-149,None,Move,file system
1574057226.495,1276,-152,None,Move,file system
1574057226.5029998,1269,-156,None,Move,file system
1574057226.5110002,1260,-163,None,Move,file system
1574057226.519,1249,-168,None,Move,file system
1574057226.5270002,1235,-176,None,Move,file system
1574057226.535,1217,-185,None,Move,file system
1574057226.543,1197,-197,None,Move,file system
1574057226.551,1177,-208,None,Move,file system
1574057226.559,1159,-214,None,Move,file system
1574057226.5670002,1145,-214,None,Move,file system
1574057226.573,1131,-211,None,Move,file system
1574057226.581,1117,-204,None,Move,file system
1574057226.589,1101,-196,None,Move,file system
1574057226.597,1087,-186,None,Move,file system
1574057226.605,1071,-177,None,Move,file system
1574057226.613,1055,-168,None,Move,file system
1574057226.621,1034,-155,None,Move,file system
1574057226.629,1017,-142,None,Move,file system
1574057226.637,994,-119,None,Move,file system
1574057226.645,969,-98,None,Move,file system
1574057226.6520002,947,-80,None,Move,file system
1574057226.66,927,-66,None,Move,file system
1574057226.668,912,-54,None,Move,file system
1574057226.674,903,-45,None,Move,file system
1574057226.6820002,896,-37,None,Move,file system
1574057226.69,893,-30,None,Move,file system
1574057226.698,890,-23,None,Move,file system
1574057226.706,890,-16,None,Move,file system
1574057226.715,892,-9,None,Move,file system
1574057226.7229998,894,-2,None,Move,file system
1574057226.731,896,4,None,Move,file system
1574057226.7389998,901,11,None,Move,file system
1574057226.745,905,20,None,Move,file system
1574057226.7529998,911,29,None,Move,file system
1574057226.7610002,917,36,None,Move,file system
1574057226.771,921,43,None,Move,file system
1574057226.7770002,927,50,None,Move,file system
1574057226.785,930,54,None,Move,file system
1574057226.793,932,56,None,Move,file system
1574057226.801,934,58,None,Move,file system
1574057226.809,935,59,None,Move,file system
1574057226.8170002,936,60,None,Move,file system
1574057226.825,936,61,None,Move,file system
1574057226.833,937,62,None,Move,file system
1574057226.841,938,62,None,Move,file system
1574057226.849,940,65,None,Move,file system
1574057226.855,942,67,None,Move,file system
1574057226.863,944,74,None,Move,file system
1574057226.875,947,82,None,Move,file system
