PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712272	1475348268453	1475348268580	SHIFT	16
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712273	1475348268548	1475348268617	I	73
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712274	1475348268666	1475348268746	w	87
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712275	1475348268734	1475348268842	o	79
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712276	1475348268818	1475348268938	u	85
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712282	1475348268914	1475348268989	l	76
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712283	1475348268971	1475348269035	d	68
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712284	1475348269093	1475348269229	l	76
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712285	1475348269193	1475348269267	i	73
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712286	1475348269346	1475348269378	k	75
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712287	1475348269537	1475348269676	WIN	91
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712293	1475348269577	1475348269681	a	65
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712294	1475348269728	1475348269932	SHIFT	16
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712295	1475348269896	1475348269988	I	73
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712296	1475348269992	1475348270109	 	32
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712297	1475348270077	1475348270152	w	87
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712298	1475348270104	1475348270209	o	79
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712300	1475348270184	1475348270316	u	85
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712301	1475348270288	1475348270364	l	76
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712302	1475348270336	1475348270404	d	68
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712304	1475348270368	1475348270492	 	32
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712306	1475348270452	1475348270532	l	76
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712308	1475348270500	1475348270557	i	73
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712309	1475348270605	1475348270712	k	75
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712310	1475348270652	1475348270732	e	69
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712311	1475348270713	1475348270830	 	32
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712312	1475348270831	1475348270906	o	84
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712317	1475348270918	1475348271038	 	32
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712319	1475348270998	1475348271102	a	65
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712321	1475348271051	1475348271110	t	84
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712322	1475348271170	1475348271266	t	84
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712323	1475348271230	1475348271314	e	69
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712324	1475348271306	1475348271414	n	78
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712325	1475348271391	1475348271462	d	68
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712326	1475348271474	1475348271566	 	32
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712327	1475348271514	1475348271615	i	73
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712332	1475348271583	1475348271649	f	70
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712333	1475348271643	1475348271735	 	32
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712334	1475348271751	1475348271823	s	83
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712335	1475348271827	1475348271895	o	79
245638	2626353	I would like to attend if so.	I would like to attend if so.	124712336	1475348271960	1475348272056	.	190
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712362	1475348274382	1475348274686	SHIFT	16
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712363	1475348274582	1475348274702	C	67
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712364	1475348274733	1475348274817	a	65
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712365	1475348274785	1475348274833	l	76
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712366	1475348274886	1475348274998	l	76
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712376	1475348274986	1475348275110	 	32
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712378	1475348275086	1475348275194	m	77
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712380	1475348275166	1475348275246	e	69
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712381	1475348275214	1475348275318	 	32
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712382	1475348275294	1475348275381	i	73
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712383	1475348275358	1475348275430	f	70
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712384	1475348275438	1475348275567	 	32
245638	2626356	Call me if you have any questions.	Call me if you have any questions.	124712385	1475348275562	1475348275625	y	89
