PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038390	1476126920879	1476126921084	SHIFT	16
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038386	1476126920997	1476126921068	I	73
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038393	1476126921236	1476126921291	 	32
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038399	1476126921683	1476126921771	w	87
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038405	1476126921876	1476126921987	a	65
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038409	1476126922091	1476126922164	s	83
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038489	1476126922236	1476126922299	 	32
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038490	1476126922780	1476126922867	p	80
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038491	1476126922995	1476126923051	l	76
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038492	1476126923363	1476126923435	a	65
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038493	1476126923723	1476126923796	n	78
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038575	1476126923851	1476126923932	n	78
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038580	1476126924107	1476126924179	i	73
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038586	1476126924379	1476126924443	n	78
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038592	1476126924603	1476126924683	g	71
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038595	1476126924755	1476126924803	 	32
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038660	1476126925043	1476126925107	o	79
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038663	1476126925308	1476126925363	n	78
299606	3220813	I was planning on calling you after I saw your revisions.	I was planning on calling you after I saw your revisions	153038668	1476126925475	1476126925531	 	32
