PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034961	1475750439880	1475750440051	SHIFT	16
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034963	1475750439978	1475750440096	I	73
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034967	1475750440194	1475750440335	t	84
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034968	1475750440360	1475750440531	 	32
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034969	1475750440536	1475750440717	w	87
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034971	1475750440627	1475750440727	i	73
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034973	1475750440831	1475750440926	l	76
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034975	1475750441004	1475750441126	l	76
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034978	1475750441085	1475750441232	 	32
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140034982	1475750441218	1475750441340	a	65
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035014	1475750441295	1475750441411	l	76
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035017	1475750441456	1475750441635	s	83
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035019	1475750441531	1475750441650	o	79
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035021	1475750441692	1475750441849	 	32
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035022	1475750442070	1475750442180	p	80
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035038	1475750442143	1475750442259	r	82
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035041	1475750442274	1475750442391	o	79
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035044	1475750442509	1475750442642	t	84
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035046	1475750442672	1475750442806	e	69
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035047	1475750442961	1475750443115	c	67
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035048	1475750443237	1475750443360	t	84
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035055	1475750443321	1475750443525	 	32
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035057	1475750443471	1475750443646	t	84
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035059	1475750443530	1475750443670	h	72
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035062	1475750443617	1475750443814	e	69
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035065	1475750443755	1475750443897	 	32
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035068	1475750443974	1475750444079	i	73
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035074	1475750444126	1475750444270	n	78
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035077	1475750444168	1475750444292	t	84
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035080	1475750444285	1475750444444	e	69
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035084	1475750444402	1475750444592	r	82
274965	2948461	It will also protect the interest of the businessman.	It will also protect the interest of the businessman.	140035135	1475750444566	1475750444743	e	69
