PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686481	1472162978008	1472162978299	SHIFT	16
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686484	1472162978190	1472162978316	A	65
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686487	1472162978322	1472162978452	s	83
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686489	1472162978549	1472162978710	 	32
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686493	1472162978896	1472162979023	f	70
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686002	1472162979004	1472162979118	o	79
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686004	1472162979114	1472162979253	r	82
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686005	1472162979214	1472162979335	 	32
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686006	1472162979379	1472162979525	y	89
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686008	1472162979517	1472162979637	o	79
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686081	1472162979619	1472162979766	u	85
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686083	1472162979827	1472162979968	r	82
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686085	1472162979984	1472162980117	 	32
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686088	1472162980187	1472162980314	s	83
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686091	1472162980334	1472162980438	e	69
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686093	1472162980548	1472162980683	c	67
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686079	1472162980710	1472162980885	o	79
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686082	1472162980845	1472162980966	n	78
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686084	1472162980950	1472162981089	d	68
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686086	1472162981060	1472162981184	 	32
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686090	1472162981286	1472162981453	q	81
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686087	1472162981447	1472162981572	u	85
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686089	1472162981568	1472162981711	e	69
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686092	1472162981632	1472162981815	s	83
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686094	1472162981779	1472162981907	t	84
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686097	1472162981940	1472162982059	i	73
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686129	1472162982022	1472162982162	o	79
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686131	1472162982130	1472162982283	n	78
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686133	1472162982443	1472162982540	,	188
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686137	1472162982591	1472162982743	 	32
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686141	1472162983051	1472162983139	b	66
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686144	1472162983198	1472162983309	e	69
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686149	1472162983331	1472162983448	n	78
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686151	1472162983740	1472162983890	c	67
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686154	1472162983884	1472162984011	h	72
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686157	1472162983958	1472162984092	 	32
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686159	1472162984297	1472162984541	SHIFT	16
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686212	1472162984413	1472162984546	M	77
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686214	1472162984537	1472162984663	I	73
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686215	1472162984758	1472162984881	k	75
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686216	1472162984876	1472162984977	e	69
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686217	1472162985030	1472162985131	 	32
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686218	1472162985322	1472162985423	BKSP	8
20908	224856	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	10686219	1472162985461	1472162985572	BKSP	8
