PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143904971	1475831683759	1475831684046	SHIFT	16
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143904968	1475831683912	1475831683984	I	73
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143904973	1475831684093	1475831684199	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143904977	1475831684246	1475831684353	d	68
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143904982	1475831684400	1475831684467	i	73
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143904985	1475831684561	1475831684636	d	68
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905042	1475831685391	1475831685454	n	78
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905045	1475831685704	1475831685764	;	186
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905047	1475831686198	1475831686277	BKSP	8
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905051	1475831686746	1475831686809	'	222
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905055	1475831686934	1475831686993	t	84
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905057	1475831687056	1475831687096	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905080	1475831687209	1475831687273	m	77
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905082	1475831687309	1475831687392	e	69
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905089	1475831687470	1475831687593	a	65
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905086	1475831687529	1475831687577	n	78
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905092	1475831687702	1475831687793	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905132	1475831688168	1475831688232	t	84
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905134	1475831688263	1475831688331	o	79
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905137	1475831688425	1475831688511	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905138	1475831688527	1475831688629	g	71
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905140	1475831688629	1475831688764	e	69
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905155	1475831688779	1475831688862	t	84
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905156	1475831688878	1475831688929	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905157	1475831689090	1475831689181	y	89
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905158	1475831689259	1475831689366	o	79
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905225	1475831689318	1475831689436	u	85
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905226	1475831690090	1475831690168	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905230	1475831690247	1475831690365	s	83
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905234	1475831690380	1475831690451	o	79
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905240	1475831690561	1475831690636	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905244	1475831690761	1475831690836	b	66
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905259	1475831690871	1475831690955	e	69
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905263	1475831690986	1475831691058	n	78
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905265	1475831691140	1475831691187	t	84
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905270	1475831691281	1475831691352	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905274	1475831691474	1475831691608	o	79
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905318	1475831691568	1475831691675	u	85
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905322	1475831691812	1475831691938	t	84
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905326	1475831692149	1475831692224	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905330	1475831692334	1475831692409	o	79
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905333	1475831692424	1475831692492	f	70
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905334	1475831692523	1475831692621	 	32
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905351	1475831692649	1475831692744	s	83
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905353	1475831692759	1475831692826	h	72
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905355	1475831692873	1475831692968	a	65
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905359	1475831692944	1475831693039	p	80
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905362	1475831693086	1475831693161	e	69
282294	3029674	I didn t mean to get you so bent out of shape.	I didn't mean to get you so bent out of shape.	143905383	1475831693243	1475831693311	.	190
282294	3029684	Montpellier won the Cup at their first attempt.	Montpellier won the Cup at their first attempt.	143905521	1475831696026	1475831696398	SHIFT	16
282294	3029684	Montpellier won the Cup at their first attempt.	Montpellier won the Cup at their first attempt.	143905519	1475831696268	1475831696335	M	77
282294	3029684	Montpellier won the Cup at their first attempt.	Montpellier won the Cup at their first attempt.	143905522	1475831696476	1475831696551	o	79
282294	3029684	Montpellier won the Cup at their first attempt.	Montpellier won the Cup at their first attempt.	143905524	1475831696660	1475831696735	n	78
282294	3029684	Montpellier won the Cup at their first attempt.	Montpellier won the Cup at their first attempt.	143905526	1475831696813	1475831696900	t	84
282294	3029684	Montpellier won the Cup at their first attempt.	Montpellier won the Cup at their first attempt.	143905528	1475831698050	1475831698121	p	80
282294	3029684	Montpellier won the Cup at their first attempt.	Montpellier won the Cup at their first attempt.	143905554	1475831698219	1475831698321	e	69
