client_timestamp,x,y,button,state,window
1571028848.484,847,189,None,Move,file system
1571028851.556,863,177,None,Move,file system
1571028851.565,899,139,None,Move,file system
1571028851.573,911,101,None,Move,file system
1571028851.58,917,74,None,Move,file system
1571028851.587,920,51,None,Move,file system
1571028851.596,927,11,None,Move,file system
1571028851.603,945,-35,None,Move,file system
1571028851.6120002,973,-63,None,Move,file system
1571028851.62,1005,-63,None,Move,file system
1571028851.629,1044,-76,None,Move,file system
1571028851.6360002,1084,-75,None,Move,file system
1571028851.644,1120,-79,None,Move,file system
1571028851.6520002,1161,-87,None,Move,file system
1571028851.66,1199,-95,None,Move,file system
1571028851.668,1234,-102,None,Move,file system
1571028851.677,1267,-82,None,Move,file system
1571028851.685,1313,-119,None,Move,file system
1571028851.6920002,1358,-103,None,Move,file system
1571028851.7,1407,-103,None,Move,file system
1571028851.708,1458,-100,None,Move,file system
1571028851.716,1513,-100,None,Move,file system
1571028851.724,1563,-81,None,Move,file system
1571028851.732,1613,-88,None,Move,file system
1571028851.7410002,1663,-88,None,Move,file system
1571028851.748,1695,-63,None,Move,file system
1571028851.756,1719,-51,None,Move,file system
1571028851.764,1741,-36,None,Move,file system
1571028851.772,1754,-21,None,Move,file system
1571028851.78,1762,-13,None,Move,file system
1571028851.789,1768,-9,None,Move,file system
1571028851.7970002,1772,-7,None,Move,file system
1571028851.805,1774,-2,None,Move,file system
1571028851.812,1775,-2,None,Move,file system
1571028851.82,1776,-1,None,Move,file system
1571028851.827,1778,-1,None,Move,file system
1571028851.836,1780,-2,None,Move,file system
1571028851.845,1782,-1,None,Move,file system
1571028851.853,1784,-2,None,Move,file system
1571028851.8920002,1777,-3,None,Move,file system
1571028851.901,1757,-5,None,Move,file system
1571028851.909,1707,-11,None,Move,file system
1571028851.917,1636,-11,None,Move,file system
1571028851.924,1520,-23,None,Move,file system
1571028851.9320002,1388,-23,None,Move,file system
1571028851.94,1248,-20,None,Move,file system
1571028851.948,1109,-13,None,Move,file system
1571028851.956,970,-10,None,Move,file system
1571028851.965,856,-3,None,Move,file system
1571028851.972,694,-4,None,Move,file system
1571028851.981,568,3,None,Move,file system
1571028851.988,470,12,None,Move,file system
1571028851.996,377,37,None,Move,file system
1571028852.004,313,68,None,Move,file system
1571028852.012,271,102,None,Move,file system
1571028852.021,233,152,None,Move,file system
1571028852.029,200,223,None,Move,file system
1571028852.0370002,179,300,None,Move,file system
1571028852.044,157,358,None,Move,file system
1571028852.052,156,361,None,Move,file system
1571028852.332,156,362,None,Move,file system
1571028852.34,157,364,None,Move,file system
1571028852.347,160,364,None,Move,file system
1571028852.357,162,364,None,Move,file system
1571028852.365,162,360,None,Move,file system
1571028852.373,162,355,None,Move,file system
1571028852.38,162,350,None,Move,file system
1571028852.387,161,342,None,Move,file system
1571028852.396,156,333,None,Move,file system
1571028852.404,150,324,None,Move,file system
1571028852.4120002,141,313,None,Move,file system
1571028852.421,125,295,None,Move,file system
1571028852.429,104,280,None,Move,file system
1571028852.437,72,262,None,Move,file system
1571028852.444,28,236,None,Move,file system
1571028852.452,-24,209,None,Move,file system
1571028852.46,-66,190,None,Move,file system
1571028852.468,-119,163,None,Move,file system
1571028852.4770002,-165,146,None,Move,file system
